2024-04-05 00:33:40,941 INFO    Thread-47 (_run_job):8952 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-05 00:33:40,942 INFO    Thread-47 (_run_job):8952 [wandb_setup.py:_flush():76] Configure stats pid to 8952
2024-04-05 00:33:40,942 INFO    Thread-47 (_run_job):8952 [wandb_setup.py:_flush():76] Loading settings from C:\Users\ravis\.config\wandb\settings
2024-04-05 00:33:40,942 INFO    Thread-47 (_run_job):8952 [wandb_setup.py:_flush():76] Loading settings from M:\Practice\Semester-2\Deep Learning\Assignments\Assignement 2\Part_A\wandb\settings
2024-04-05 00:33:40,942 INFO    Thread-47 (_run_job):8952 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'entity': 'cs23m055', 'project': 'Assigment2_kaggle', 'root_dir': 'M:\\Practice\\Semester-2\\Deep Learning\\Assignments\\Assignement 2\\Part_A', 'run_id': 'j0pyvta0', 'sweep_param_path': 'M:\\Practice\\Semester-2\\Deep Learning\\Assignments\\Assignement 2\\Part_A\\wandb\\sweep-xfz7ji9l\\config-j0pyvta0.yaml', 'sweep_id': 'xfz7ji9l'}
2024-04-05 00:33:40,942 INFO    Thread-47 (_run_job):8952 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-04-05 00:33:40,942 INFO    Thread-47 (_run_job):8952 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-04-05 00:33:40,943 INFO    Thread-47 (_run_job):8952 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-05 00:33:40,943 INFO    Thread-47 (_run_job):8952 [wandb_init.py:_log_setup():521] Logging user logs to M:\Practice\Semester-2\Deep Learning\Assignments\Assignement 2\Part_A\wandb\run-20240405_003340-j0pyvta0\logs\debug.log
2024-04-05 00:33:40,943 INFO    Thread-47 (_run_job):8952 [wandb_init.py:_log_setup():522] Logging internal logs to M:\Practice\Semester-2\Deep Learning\Assignments\Assignement 2\Part_A\wandb\run-20240405_003340-j0pyvta0\logs\debug-internal.log
2024-04-05 00:33:40,943 INFO    Thread-47 (_run_job):8952 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000190040DB920>
