2024-04-05 00:38:31,363 INFO    Thread-29 (_run_job):12476 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-05 00:38:31,364 INFO    Thread-29 (_run_job):12476 [wandb_setup.py:_flush():76] Configure stats pid to 12476
2024-04-05 00:38:31,364 INFO    Thread-29 (_run_job):12476 [wandb_setup.py:_flush():76] Loading settings from C:\Users\ravis\.config\wandb\settings
2024-04-05 00:38:31,364 INFO    Thread-29 (_run_job):12476 [wandb_setup.py:_flush():76] Loading settings from M:\Practice\Semester-2\Deep Learning\Assignments\Assignement 2\Part_A\wandb\settings
2024-04-05 00:38:31,364 INFO    Thread-29 (_run_job):12476 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'entity': 'cs23m055', 'project': 'Assigment2_kaggle', 'root_dir': 'M:\\Practice\\Semester-2\\Deep Learning\\Assignments\\Assignement 2\\Part_A', 'run_id': 'rdy4zp0y', 'sweep_param_path': 'M:\\Practice\\Semester-2\\Deep Learning\\Assignments\\Assignement 2\\Part_A\\wandb\\sweep-dmd43si0\\config-rdy4zp0y.yaml', 'sweep_id': 'dmd43si0'}
2024-04-05 00:38:31,372 INFO    Thread-29 (_run_job):12476 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-04-05 00:38:31,372 INFO    Thread-29 (_run_job):12476 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-04-05 00:38:31,372 INFO    Thread-29 (_run_job):12476 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-05 00:38:31,372 INFO    Thread-29 (_run_job):12476 [wandb_init.py:_log_setup():521] Logging user logs to M:\Practice\Semester-2\Deep Learning\Assignments\Assignement 2\Part_A\wandb\run-20240405_003831-rdy4zp0y\logs\debug.log
2024-04-05 00:38:31,372 INFO    Thread-29 (_run_job):12476 [wandb_init.py:_log_setup():522] Logging internal logs to M:\Practice\Semester-2\Deep Learning\Assignments\Assignement 2\Part_A\wandb\run-20240405_003831-rdy4zp0y\logs\debug-internal.log
2024-04-05 00:38:31,373 INFO    Thread-29 (_run_job):12476 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001C6143A9BB0>
2024-04-05 00:38:31,373 INFO    Thread-29 (_run_job):12476 [wandb_init.py:init():561] calling init triggers
2024-04-05 00:38:31,373 INFO    Thread-29 (_run_job):12476 [wandb_init.py:init():568] wandb.init called with sweep_config: {'activation': 'relu', 'batch_norm': False, 'batch_size': 128, 'data_aug': True, 'dropout': 0, 'epochs': 5, 'filter_organization': 2, 'learning_rate': 0.001, 'neurons_in_dense_layer': 512, 'number_initial_filters': 128, 'size_filters': [7, 5, 5, 3, 3]}
config: {}
2024-04-05 00:38:31,373 INFO    Thread-29 (_run_job):12476 [wandb_init.py:init():611] starting backend
2024-04-05 00:38:31,373 INFO    Thread-29 (_run_job):12476 [wandb_init.py:init():615] setting up manager
2024-04-05 00:38:31,382 INFO    Thread-29 (_run_job):12476 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-04-05 00:38:31,385 INFO    Thread-29 (_run_job):12476 [wandb_init.py:init():623] backend started and connected
2024-04-05 00:38:31,403 INFO    Thread-29 (_run_job):12476 [wandb_run.py:_config_callback():1347] config_cb None None {'activation': 'relu', 'batch_norm': False, 'batch_size': 128, 'data_aug': True, 'dropout': 0, 'epochs': 5, 'filter_organization': 2, 'learning_rate': 0.001, 'neurons_in_dense_layer': 512, 'number_initial_filters': 128, 'size_filters': [7, 5, 5, 3, 3]}
2024-04-05 00:38:31,405 INFO    Thread-29 (_run_job):12476 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-04-05 00:38:31,405 INFO    Thread-29 (_run_job):12476 [wandb_run.py:_label_probe_notebook():1309] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-04-05 00:38:31,405 INFO    Thread-29 (_run_job):12476 [wandb_init.py:init():715] updated telemetry
